startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,sector_clean,sector_final,sector_confidence,reclassification_layer,original_sector
BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,06-09-2024,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,Enterprise
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,05-07-2024,Other,Logistics,high,name_lookup,Consumer Electronics
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,09-09-2024,Proptech,Proptech,medium,regex,RealEstate
NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,31-03-2024,SaaS/Enterprise,Proptech,high,name_lookup,SaaS
Dream11,Consumer Electronics,Audio,Ahmedabad,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Pre-Seed,52000,23-07-2020,Other,Other,high,name_lookup,Consumer Electronics
Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,01-07-2020,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,23-04-2022,Edtech,Edtech,medium,regex,EdTech
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,08-07-2023,Other,Other,low,fallback,Media
MediHive,EdTech,Test Prep,Noida,IFC,Bridge,1758000,21-06-2023,Edtech,Edtech,medium,regex,EdTech
ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,31-01-2021,Edtech,Edtech,medium,regex,EdTech
FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,06-08-2021,Healthtech,Healthtech,medium,regex,HealthTech
WorkStack,Retail,Grocery,Bengaluru,"Bessemer Venture Partners, Blume Ventures",Seed,1593000,17-04-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Myntra,Mobility,Ride Sharing,Mumbai,"Omidyar Network, SoftBank Vision Fund",Angel,9000,17-01-2024,EV/Cleantech,Ecommerce/D2C,high,name_lookup,Mobility
BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,19-07-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
CloudPay,EdTech,Test Prep,Kolkata,"Nexus Venture Partners, Peak XV",Series A,7441000,21-04-2020,Edtech,Edtech,medium,regex,EdTech
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,24587000,18-07-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,1116000,15-08-2020,Fintech,Fintech,medium,regex,FinTech
DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,29202000,30-07-2023,Logistics,Logistics,medium,regex,Logistics
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,407801000,19-03-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,01-04-2023,Other,Ecommerce/D2C,low,investor,Media
WorkPay,FinTech,InsurTech,Bengaluru,"Falcon Edge, Sequoia Capital India, Ventures India",Pre-Seed,29000,21-08-2022,Fintech,Fintech,medium,regex,FinTech
GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,1560000,19-06-2020,Other,Deeptech,medium,regex,Media
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,19-08-2023,Edtech,SaaS/Enterprise,high,name_lookup,EdTech
BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,31619000,19-02-2020,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,21321000,03-01-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,15-06-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,1271000,13-10-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,18-01-2022,Foodtech,Foodtech,high,name_lookup,FoodTech
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,16-11-2021,EV/Cleantech,Fintech,high,name_lookup,Mobility
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,07-04-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,201000,08-12-2021,Foodtech,Foodtech,medium,regex,FoodTech
NeoTech,Mobility,Micro Mobility,Noida,"Prosus Ventures, Y Combinator",Angel,20000,14-07-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,12-01-2025,Edtech,Edtech,high,name_lookup,EdTech
Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,788000,30-10-2020,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,3902000,10-05-2022,Proptech,Proptech,medium,regex,RealEstate
FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,9519000,23-04-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,396775000,30-06-2022,Proptech,Proptech,medium,regex,RealEstate
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,11-06-2025,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,4358000,06-12-2020,Healthtech,SaaS/Enterprise,high,name_lookup,HealthTech
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,25-03-2020,Healthtech,Healthtech,medium,regex,HealthTech
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,19-12-2023,Logistics,Other,high,name_lookup,Logistics
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,05-09-2020,Other,Other,low,fallback,Consumer Electronics
Chargebee,Retail,E-Retail,Kolkata,Tiger Global Management,Angel,84000,15-11-2020,Ecommerce/D2C,SaaS/Enterprise,high,name_lookup,Retail
ClearDekho,SaaS,HRTech,Kolkata,"Bessemer Venture Partners, Prosus Ventures",Angel,33000,08-06-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Ola,SaaS,B2B SaaS,Kolkata,"A91 Partners, Kalaari Capital, SoftBank Vision Fund",Angel,14000,12-10-2020,SaaS/Enterprise,EV/Cleantech,high,name_lookup,SaaS
HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,1458000,03-02-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,45193000,15-05-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,417000,06-01-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,358000,30-01-2024,Logistics,Logistics,medium,regex,Logistics
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,28-04-2022,Logistics,EV/Cleantech,high,name_lookup,Logistics
Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,8462000,11-11-2024,Healthtech,Edtech,high,name_lookup,HealthTech
UrbanSolutions,FoodTech,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Pre-Series A,142000,12-02-2023,Foodtech,Foodtech,medium,regex,FoodTech
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,27-03-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,08-06-2024,Other,Proptech,high,name_lookup,Consumer Electronics
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,25-09-2023,Proptech,Logistics,high,name_lookup,RealEstate
NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,57000,21-07-2021,Proptech,Proptech,medium,regex,RealEstate
ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,4680000,12-06-2021,Agritech,Other,high,name_lookup,AgriTech
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,29-04-2020,Agritech,Agritech,medium,regex,AgriTech
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,10-02-2025,Fintech,Fintech,medium,regex,FinTech
Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,2525000,18-04-2024,EV/Cleantech,Ecommerce/D2C,high,name_lookup,Mobility
AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,1034000,30-11-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,23-04-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,30-08-2024,Ecommerce/D2C,Fintech,high,name_lookup,E-commerce
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,25-09-2020,Foodtech,Logistics,high,name_lookup,FoodTech
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,09-06-2025,Healthtech,Healthtech,medium,regex,HealthTech
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,22-11-2023,Fintech,Proptech,high,name_lookup,FinTech
BigBasket,HealthTech,Diagnostics,Delhi,"Accel, Sequoia Capital India, Ventures India",Debt,254000,20-05-2022,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
AgriHive,FinTech,Lending,Mumbai,"Mirae Asset, Omidyar Network",Pre-Seed,34000,13-09-2023,Fintech,Fintech,medium,regex,FinTech
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,21-05-2024,Logistics,Logistics,medium,regex,Logistics
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,105000,25-10-2020,Edtech,Edtech,medium,regex,EdTech
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,13-03-2023,SaaS/Enterprise,Fintech,high,name_lookup,Enterprise
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,647000,24-03-2024,Other,Other,low,fallback,Media
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,349000,22-04-2023,EV/Cleantech,Ecommerce/D2C,high,name_lookup,Mobility
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,127000,11-04-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,14-12-2023,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,98000,03-08-2021,Ecommerce/D2C,Fintech,high,name_lookup,E-commerce
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,28306000,26-05-2022,Edtech,EV/Cleantech,high,name_lookup,EdTech
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,3755000,03-10-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,219000,27-02-2024,Foodtech,Foodtech,medium,regex,FoodTech
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,275000,19-05-2022,Agritech,Agritech,medium,regex,AgriTech
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,886000,27-09-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,15-10-2022,Other,Fintech,low,investor,Consumer Electronics
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,24-02-2020,Other,Other,low,fallback,Media
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,78705000,15-09-2023,Agritech,Agritech,medium,regex,AgriTech
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,477000,04-12-2021,Other,Other,low,fallback,Consumer Electronics
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,53000,09-02-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,10610000,01-10-2021,Other,Proptech,high,name_lookup,Media
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,25-02-2023,Proptech,Proptech,medium,regex,RealEstate
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,18-04-2024,Agritech,Agritech,medium,regex,AgriTech
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,248669000,15-12-2021,Agritech,Fintech,high,name_lookup,AgriTech
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,837000,16-09-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,13-12-2020,Other,Other,low,fallback,Media
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,12-05-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,377000,18-03-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,469000,26-10-2022,Other,Healthtech,high,name_lookup,Media
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,27-06-2021,Proptech,Proptech,medium,regex,RealEstate
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,30-03-2023,Agritech,Agritech,medium,regex,AgriTech
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,860000,12-12-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,03-10-2021,EV/Cleantech,Proptech,high,name_lookup,Mobility
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,264000,08-02-2020,Other,Other,low,fallback,Consumer Electronics
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,76000,30-07-2023,Proptech,Ecommerce/D2C,high,name_lookup,RealEstate
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,16-01-2022,Other,Other,low,fallback,Media
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,27-08-2024,SaaS/Enterprise,Logistics,high,name_lookup,Enterprise
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,16-05-2023,Logistics,Ecommerce/D2C,high,name_lookup,Logistics
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,21-08-2024,Healthtech,Logistics,high,name_lookup,HealthTech
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,29-02-2020,Fintech,Fintech,medium,regex,FinTech
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,23-04-2020,Healthtech,Healthtech,medium,regex,HealthTech
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,29000,07-10-2023,SaaS/Enterprise,Logistics,high,name_lookup,Enterprise
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,17000,04-12-2022,Agritech,Agritech,medium,regex,AgriTech
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,10-07-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,06-08-2020,Other,Other,low,fallback,Media
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,06-02-2022,Logistics,Logistics,medium,regex,Logistics
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,23-01-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,26-02-2022,Proptech,Proptech,medium,regex,RealEstate
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,29-04-2021,Ecommerce/D2C,Other,high,name_lookup,Retail
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,29-03-2024,Logistics,Logistics,medium,regex,Logistics
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,566555000,19-04-2024,Other,Fintech,high,name_lookup,Consumer Electronics
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,06-08-2024,Foodtech,Foodtech,medium,regex,FoodTech
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,02-02-2024,EV/Cleantech,Foodtech,high,name_lookup,Mobility
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,08-06-2024,Ecommerce/D2C,Fintech,high,name_lookup,Retail
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,08-06-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,08-11-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,165015000,18-04-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,11-12-2020,Other,Other,low,fallback,Consumer Electronics
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,07-03-2023,Healthtech,Healthtech,medium,regex,HealthTech
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,01-01-2024,Other,SaaS/Enterprise,low,investor,Consumer Electronics
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,27-02-2021,Other,Other,low,fallback,Consumer Electronics
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,20-06-2021,Foodtech,Foodtech,medium,regex,FoodTech
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,18-08-2022,Proptech,Proptech,medium,regex,RealEstate
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,08-06-2021,Other,Deeptech,medium,regex,Media
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,5087000,07-04-2025,Edtech,Edtech,medium,regex,EdTech
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,52000,19-03-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,27-09-2020,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,27-06-2025,Healthtech,Fintech,high,name_lookup,HealthTech
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,08-04-2024,Foodtech,Foodtech,medium,regex,FoodTech
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,05-03-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,30-11-2020,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,28-09-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,14-04-2023,Healthtech,Healthtech,medium,regex,HealthTech
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,23000,19-05-2021,Agritech,Agritech,medium,regex,AgriTech
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,17-03-2025,Proptech,Proptech,medium,regex,RealEstate
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,10-05-2025,Other,Agritech,low,investor,Consumer Electronics
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,07-02-2024,Fintech,Fintech,medium,regex,FinTech
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,23-04-2020,Ecommerce/D2C,SaaS/Enterprise,high,name_lookup,Retail
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,02-03-2021,Edtech,Edtech,medium,regex,EdTech
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,02-10-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,01-07-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,08-06-2022,Ecommerce/D2C,Healthtech,high,name_lookup,E-commerce
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,21000,15-12-2022,Proptech,Proptech,medium,regex,RealEstate
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,02-11-2023,Other,Other,low,fallback,Consumer Electronics
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,17-11-2022,Fintech,Fintech,medium,regex,FinTech
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,28-12-2021,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,08-01-2021,Other,Other,low,fallback,Media
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,4137000,26-06-2021,SaaS/Enterprise,Logistics,high,name_lookup,SaaS
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,160008000,05-08-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2960000,09-04-2022,Fintech,Logistics,high,name_lookup,FinTech
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,28-06-2020,Other,Other,high,name_lookup,Media
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,21-08-2023,Fintech,Fintech,medium,regex,FinTech
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,25-04-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,23-08-2022,Healthtech,Logistics,high,name_lookup,HealthTech
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,29-07-2020,Agritech,Agritech,medium,regex,AgriTech
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,1018000,16-03-2020,Agritech,Agritech,medium,regex,AgriTech
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,26-03-2023,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,06-04-2025,Foodtech,Foodtech,medium,regex,FoodTech
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,25-03-2021,Other,Deeptech,medium,regex,Consumer Electronics
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,55000,02-09-2024,Healthtech,Other,high,name_lookup,HealthTech
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,25-06-2020,Agritech,Fintech,high,name_lookup,AgriTech
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,701000,14-02-2023,Foodtech,Foodtech,medium,regex,FoodTech
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,26-10-2024,Logistics,Foodtech,high,name_lookup,Logistics
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,03-04-2021,Ecommerce/D2C,Fintech,high,name_lookup,E-commerce
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,10000,13-10-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,117000,19-05-2024,Other,SaaS/Enterprise,high,name_lookup,Consumer Electronics
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,08-12-2020,SaaS/Enterprise,Foodtech,high,name_lookup,Enterprise
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,17-11-2024,Other,Ecommerce/D2C,high,name_lookup,Media
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,18-06-2022,SaaS/Enterprise,Fintech,high,name_lookup,SaaS
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,04-01-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,28-05-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
